host_response_time,host_neighbourhood,property_type,room_type,bed_type,cancellation_policy,zipcode,host_acceptance_rate,price,security_deposit,cleaning_fee,extra_people,reviews_per_month,host_response_rate,accommodates,bathrooms,bedrooms,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,require_guest_profile_picture,require_guest_phone_verification
within an hour,Bayview,House,Private room,Real Bed,strict,94124,100,95,350,170,0,0.24,1,1,1.5,1,0,25,55,330,4,100,0,0
within an hour,The Castro,Apartment,Private room,Real Bed,moderate,94114,100,95,350,25,25,1.05,1,2,1.5,1,4,11,33,115,59,93,0,0
within an hour,Bayview,House,Private room,Real Bed,strict,94124,100,95,375,180,0,0.21,1,1,1.5,1,6,6,19,294,8,95,0,0
within an hour,Outer Sunset,House,Shared room,Pull-out Sofa,strict,94122,86,56,379,29,19,1.16,1,2,0,1,26,52,82,357,13,77,0,0
within a few hours,The Castro,House,Private room,Real Bed,strict,94114,57,98,390,39,49,1.28,0.92,2,1,1,0,0,0,62,34,97,0,0
within an hour,Outer Sunset,House,Shared room,Real Bed,strict,94122,86,116,399,45,25,0.79,1,4,0,1,28,54,84,359,1,100,0,0
within a few hours,South Beach,Condominium,Entire home/apt,Real Bed,moderate,94107,77,100,400,50,10,0.28,1,3,1,1,0,0,0,6,2,100,0,0
within a few hours,Balboa Terrace,House,Private room,Real Bed,moderate,94112,100,110,400,50,20,4.54,1,4,1,1,4,12,32,300,210,94,0,0
within an hour,Bernal Heights,Condominium,Entire home/apt,Real Bed,strict,94110,100,120,400,70,35,0.37,1,4,1,1,0,0,0,28,19,93,0,0
within an hour,Noe Valley,House,Entire home/apt,Real Bed,moderate,94114,100,125,400,85,0,4.25,1,2,1,1,6,25,55,177,17,99,0,0
within an hour,Richmond District,House,Private room,Real Bed,strict,94121,100,125,400,25,0,5.12,1,3,1,1,0,1,3,61,49,96,0,0
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,moderate,94109,100,125,400,85,0,0.36,1,2,1,1,0,0,0,0,1,80,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,98,128,400,70,0,2.73,0.94,2,1,0,5,17,30,114,21,94,0,0
within a few hours,Mission District,House,Private room,Real Bed,moderate,94110,100,129,400,50,0,2,1,1,1,1,21,51,81,171,2,90,0,0
within an hour,Mission District,Apartment,Private room,Real Bed,moderate,94103,86,135,400,10,20,1.3,1,2,1,1,10,37,67,67,46,92,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,100,135,400,60,0,4.3,0.94,2,1,1,8,9,9,100,81,93,0,0
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,moderate,94109,100,140,400,85,0,3.32,1,2,1,1,14,29,52,319,23,87,0,0
within a few hours,Lower Haight,Apartment,Private room,Couch,moderate,94117,75,140,400,60,15,0.29,0.94,4,1,1,13,41,71,346,11,95,1,1
within an hour,Cole Valley,Apartment,Entire home/apt,Real Bed,moderate,94117,100,145,400,50,10,6.24,1,5,1,0,0,0,3,25,63,94,0,0
within an hour,Cole Valley,Apartment,Entire home/apt,Real Bed,moderate,94117,100,145,400,50,10,5.42,1,5,1,1,0,1,4,29,247,94,0,0
within an hour,The Castro,Condominium,Private room,Real Bed,moderate,94114,100,149,400,50,30,4.03,1,2,1,1,12,26,43,318,102,97,0,0
within an hour,Noe Valley,Apartment,Entire home/apt,Real Bed,moderate,94131,100,150,400,95,20,0.5,1,4,1,1,1,1,5,149,2,100,0,0
within an hour,Noe Valley,Apartment,Entire home/apt,Real Bed,moderate,94131,100,150,400,95,20,0.48,1,4,1,1,0,6,6,150,2,90,0,0
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,moderate,94103,100,150,400,85,0,2.68,1,2,1.5,1,16,43,73,73,5,96,0,0
within an hour,The Castro,Apartment,Entire home/apt,Real Bed,moderate,94114,90,155,400,80,0,0.53,1,2,1,1,0,24,54,329,11,98,0,0
within a few hours,Outer Sunset,House,Entire home/apt,Real Bed,strict,94122,100,159,400,90,0,3.1,1,4,1,1,6,17,32,286,110,87,0,0
within an hour,Cole Valley,Apartment,Entire home/apt,Real Bed,moderate,94117,100,160,400,100,20,3.88,1,2,1,1,3,26,52,84,18,98,0,0
within a few hours,Mission District,Apartment,Private room,Real Bed,moderate,94110,70,160,400,75,20,0.21,1,2,1,1,30,60,90,90,5,96,0,1
within a few hours,Mission District,House,Entire home/apt,Real Bed,moderate,94103,100,160,400,95,25,3.72,1,4,1,1,6,12,21,263,54,95,0,0
within an hour,Lower Haight,House,Private room,Real Bed,moderate,94117,89,160,400,75,40,2.4,1,3,1,1,0,7,21,293,100,99,0,0
within a few hours,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,flexible,94115,63,175,400,65,10,0.35,1,3,1,1,15,45,75,75,4,80,0,0
within a day,Inner Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,100,179,400,100,100,2.28,0.6,2,1,1,7,28,51,326,135,95,1,1
within a few hours,The Castro,Apartment,Entire home/apt,Real Bed,strict,94114,95,180,400,100,30,2.55,0.9,2,1,1,3,12,26,100,44,98,0,0
within an hour,Pacific Heights,Apartment,Private room,Real Bed,strict,94115,100,185,400,60,0,0.07,1,1,1,1,23,53,83,357,3,90,0,0
within a few hours,Union Square,Apartment,Entire home/apt,Real Bed,strict,94114,78,189,400,94,0,1,1,4,1,1,0,9,29,300,1,80,0,0
within an hour,Noe Valley,Apartment,Entire home/apt,Real Bed,strict,94131,100,195,400,80,35,1.03,1,3,1,1,7,16,38,302,37,99,0,0
within an hour,Marina,Apartment,Entire home/apt,Real Bed,moderate,94123,100,195,400,100,25,3.15,1,5,1,3,2,10,14,233,152,94,0,1
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,100,195,400,90,20,4.29,1,4,1.5,2,3,3,3,150,15,94,0,0
within an hour,Mission District,House,Entire home/apt,Real Bed,strict,94110,94,206,400,100,20,2.67,0.82,4,1,1,5,13,43,43,32,93,0,0
within a day,Cole Valley,Apartment,Entire home/apt,Real Bed,flexible,94117,100,210,400,70,0,1.93,1,2,1,1,0,0,11,260,11,100,0,0
within an hour,Dogpatch,Apartment,Entire home/apt,Real Bed,moderate,94107,100,210,400,75,8,1.89,1,4,1,1,0,4,34,114,20,99,0,0
within an hour,Outer Sunset,House,Entire home/apt,Real Bed,strict,94116,100,215,400,108,50,1.98,1,6,1,2,5,17,43,260,17,98,0,0
within an hour,Noe Valley,House,Entire home/apt,Real Bed,strict,94114,100,219,400,95,10,2.92,1,4,1,1,6,9,11,255,55,98,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,100,220,400,95,20,3.93,1,4,1,2,16,31,61,327,55,97,0,0
within a day,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,60,225,400,150,40,0.56,0.73,4,1,1,12,26,27,27,10,98,0,0
within an hour,Alamo Square,Apartment,Entire home/apt,Real Bed,moderate,94117,100,225,400,90,0,3.59,1,2,1,1,16,16,16,191,20,99,0,0
within an hour,Inner Sunset,House,Entire home/apt,Real Bed,strict,94116,100,227,400,100,0,1.03,1,4,1,2,2,2,12,40,5,88,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,strict,94115,100,229,400,100,0,0.11,1,2,1.5,1,0,0,0,0,1,100,0,0
within an hour,Dogpatch,Apartment,Entire home/apt,Real Bed,moderate,94107,100,230,400,75,8,1.18,1,4,1,1,0,24,54,71,8,100,0,0
within a day,Noe Valley,House,Entire home/apt,Real Bed,strict,94131,100,235,400,140,45,1.89,1,4,1.5,2,2,3,6,214,59,99,0,0
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,100,235,400,40,0,1,0.91,5,2,3,1,1,1,1,1,100,0,0
within a few hours,Lower Haight,Apartment,Entire home/apt,Real Bed,strict,94117,62,249,400,95,50,0.82,1,2,1,1,4,30,60,331,41,95,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,strict,94115,100,250,400,60,0,2.13,1,2,1,1,5,5,5,5,10,98,0,0
within a few hours,Hayes Valley,Apartment,Entire home/apt,Real Bed,strict,94102,82,258,400,180,0,1.42,1,4,1.5,2,6,6,19,222,52,99,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,100,259,400,140,25,1.15,1,5,1,2,5,6,32,32,35,95,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,moderate,94117,100,265,400,60,0,4.38,1,2,1,0,23,38,56,56,57,99,0,0
within an hour,Outer Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,89,265,400,75,25,1.86,1,6,1,2,5,14,28,302,50,94,0,0
within an hour,The Castro,Apartment,Entire home/apt,Real Bed,moderate,94114,90,275,400,100,10,0.65,1,2,1,1,4,12,42,178,10,90,0,0
within a few hours,Cole Valley,Condominium,Entire home/apt,Real Bed,strict,94117,90,285,400,120,0,1.58,0.8,4,1,2,0,11,14,221,9,96,0,0
within a few hours,Newport Beach,Apartment,Entire home/apt,Real Bed,moderate,94117,89,290,400,90,0,2.5,1,4,1.5,3,1,16,35,303,4,100,0,1
within an hour,Glen Park,House,Entire home/apt,Real Bed,strict,94131,93,300,400,140,25,0.72,1,6,2.5,3,4,6,10,24,38,97,0,0
within an hour,Noe Valley,House,Entire home/apt,Real Bed,moderate,94114,100,300,400,120,25,3.31,1,7,1,2,9,19,39,310,16,100,0,0
within a few hours,Excelsior,House,Entire home/apt,Real Bed,moderate,94112,100,300,400,100,25,7.96,1,8,1,4,14,41,65,334,13,88,0,0
within a few hours,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,100,300,400,125,50,0.09,1,7,3,3,0,0,0,0,1,100,0,0
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,strict,94103,96,310,400,130,50,3.35,1,6,1,3,1,3,10,229,148,95,0,0
within a few hours,Duboce Triangle,Apartment,Entire home/apt,Real Bed,strict,94117,100,310,400,100,0,0.42,0.86,3,1,2,0,0,26,301,14,99,0,0
within an hour,Inner Sunset,House,Entire home/apt,Real Bed,strict,94116,99,320,400,125,40,1,0.98,10,2,3,3,8,34,299,1,60,0,0
within a day,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,50,340,400,100,50,0.28,0.6,4,2,2,13,20,45,320,3,93,0,0
within an hour,Noe Valley,House,Entire home/apt,Real Bed,strict,94114,100,350,400,109,30,1.52,1,5,2,2,7,28,39,39,17,96,0,0
within an hour,Mission District,House,Entire home/apt,Real Bed,strict,94103,100,350,400,250,100,0.3,1,5,2.5,3,1,7,12,161,4,100,0,0
within an hour,Duboce Triangle,House,Entire home/apt,Real Bed,strict,94117,93,350,400,125,30,2.82,1,5,2,3,0,6,16,206,190,97,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,100,389,400,50,50,1,1,5,1.5,2,19,19,19,19,1,100,0,0
within a day,The Castro,Apartment,Entire home/apt,Real Bed,moderate,94114,89,399,400,185,0,2.18,0.9,6,2,3,2,8,17,81,108,98,0,0
within a few hours,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,100,399,400,120,25,4.82,1,8,2.5,4,6,18,33,289,108,92,0,0
within a day,Hayes Valley,Apartment,Entire home/apt,Real Bed,strict,94102,100,400,400,100,0,0.09,1,4,1.5,2,0,0,0,0,2,100,0,0
within an hour,Twin Peaks,Apartment,Entire home/apt,Real Bed,strict,94131,100,425,400,125,50,2.82,1,7,2,3,0,7,28,109,23,99,0,0
within an hour,Mission District,House,Entire home/apt,Real Bed,moderate,94103,99,450,400,90,25,0.54,1,8,2,4,0,0,16,276,16,90,0,0
within a few hours,Cole Valley,House,Entire home/apt,Real Bed,strict,94117,92,525,400,200,50,0.54,1,8,2,4,0,7,7,203,20,96,0,0
within an hour,Marina,Condominium,Entire home/apt,Real Bed,strict,94123,100,699,400,98,0,1.72,1,5,2,2,12,31,60,234,14,97,0,0
within a few hours,Mission District,House,Entire home/apt,Real Bed,strict,94110,67,700,400,195,25,0.77,0.9,8,2.5,4,9,24,50,325,7,94,0,0
within a few hours,East Palo Alto,Apartment,Entire home/apt,Real Bed,strict,94112,100,75,400,50,20,0.95,1,3,1,1,9,39,69,344,12,76,1,1
within a day,Bayview,Apartment,Private room,Real Bed,strict,94124,100,79,400,80,8,0.13,1,2,1,1,0,9,21,236,5,80,1,1
within a day,Mission Terrace,House,Private room,Real Bed,strict,94112,50,81,400,85,10,1.09,0.71,2,1,1,2,2,2,211,15,91,0,0
a few days or more,Pacific Heights,Apartment,Private room,Real Bed,strict,94115,86,85,400,15,10,0.51,0.4,2,1,1,24,54,74,349,3,93,0,0
within a day,Western Addition/NOPA,House,Private room,Real Bed,moderate,94115,100,90,400,55,0,0.96,1,1,1,1,0,4,5,280,60,97,0,0
within an hour,Western Addition/NOPA,Condominium,Private room,Pull-out Sofa,strict,94109,100,90,400,85,0,0.84,1,1,1,1,0,1,1,1,32,98,1,1
within an hour,Noe Valley,Apartment,Private room,Real Bed,flexible,94114,100,105,450,65,0,0.91,1,2,1.5,1,10,20,24,88,11,95,0,0
within an hour,Noe Valley,Apartment,Private room,Real Bed,strict,94114,100,105,450,45,0,1.83,1,2,1.5,1,4,15,19,255,32,91,0,0
within a day,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,moderate,94109,100,135,450,45,0,0.41,0.9,2,1,1,7,7,7,7,5,96,0,0
within an hour,Noe Valley,Apartment,Private room,Real Bed,strict,94114,100,145,450,65,25,2.3,1,4,1.5,1,2,7,8,244,45,92,0,0
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,strict,94103,100,145,450,55,25,0.03,1,2,1,1,9,23,28,86,1,100,0,0
within an hour,Outer Sunset,House,Entire home/apt,Real Bed,strict,94122,82,148,450,55,20,2.53,1,2,1,1,19,45,75,344,123,98,1,1
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,100,150,450,50,20,1.33,0.9,3,1,1,0,12,31,299,27,96,0,0
within an hour,Noe Valley,Apartment,Private room,Real Bed,strict,94114,100,155,450,45,25,1.62,1,2,1.5,1,1,12,16,252,31,91,0,0
within a few hours,The Castro,Apartment,Entire home/apt,Real Bed,strict,94114,100,179,450,125,0,4.11,1,2,1,0,5,33,34,34,47,97,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,100,189,450,70,60,5.15,1,3,1,1,6,12,34,120,51,100,0,0
within a day,Nob Hill,Condominium,Entire home/apt,Real Bed,strict,94109,74,200,450,100,0,3.26,0.79,3,1,0,7,12,40,315,29,90,0,0
within an hour,Diamond Heights,Apartment,Entire home/apt,Real Bed,strict,94131,60,285,450,120,0,0.85,1,3,2,2,6,28,50,325,20,98,0,0
within a few hours,Mission District,House,Entire home/apt,Real Bed,strict,94110,100,327,450,90,0,0.97,1,4,1,2,0,0,0,0,22,95,0,0
within a few hours,Sunnyside,House,Entire home/apt,Real Bed,moderate,94127,57,349,450,175,0,1.2,1,6,2,3,11,34,61,329,51,98,0,0
within a few hours,Marina,Apartment,Entire home/apt,Real Bed,moderate,94123,100,450,450,115,30,1.35,1,6,2,2,27,55,81,354,36,98,0,0
a few days or more,Parkside,House,Private room,Real Bed,strict,94116,100,95,450,45,0,0.75,0.3,2,1,1,26,48,78,353,38,94,1,1
within an hour,Bernal Heights,House,Private room,Real Bed,flexible,94110,100,135,475,85,60,1.48,1,2,1,1,12,26,47,322,51,100,0,0
within a few hours,Nob Hill,Condominium,Entire home/apt,Real Bed,moderate,94133,100,500,475,100,50,0.38,1,6,2,3,0,28,58,333,1,100,0,0
within a few hours,Nob Hill,Condominium,Private room,Real Bed,strict,94109,100,98,480,60,48,2.59,1,2,1,1,9,21,41,127,92,100,1,1
within a day,SoMa,House,Entire home/apt,Real Bed,strict,94109,61,69,483,25,69,0.58,0.89,14,7,7,27,57,87,362,4,95,0,0
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,100,225,493,135,0,2,1,4,1,2,2,13,39,40,2,80,0,0
within a few hours,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,86,129,495,99,35,0.31,1,2,1,0,6,22,32,32,12,93,1,1
within a day,Bernal Heights,Condominium,Entire home/apt,Real Bed,moderate,94110,56,145,495,80,25,0.32,0.8,4,2,2,2,5,9,9,7,100,0,0
within an hour,Inner Sunset,Apartment,Private room,Real Bed,moderate,94122,86,147,499,88,0,1,1,4,1,1,29,29,29,29,1,100,0,0
within a day,Telegraph Hill,House,Private room,Real Bed,moderate,94133,17,149,499,99,199,0.93,1,1,1,1,16,46,76,76,12,98,0,0
within a day,Telegraph Hill,House,Private room,Real Bed,moderate,94133,17,149,499,99,199,0.21,1,1,1,1,30,60,90,90,2,100,0,0
within an hour,Mission District,Apartment,Private room,Real Bed,strict,94110,96,100,500,100,0,0.14,0.9,1,1,1,30,60,90,365,2,100,1,0
within a few hours,Pacific Heights,Apartment,Entire home/apt,Real Bed,strict,94115,100,100,500,80,0,3.23,0.98,2,1,1,9,19,32,38,30,85,0,0
within a day,Glen Park,House,Private room,Real Bed,moderate,94131,100,100,500,50,0,1.71,0.86,2,1,1,0,0,0,0,4,100,0,0
within an hour,Mission District,Apartment,Private room,Real Bed,moderate,94110,98,103,500,30,20,2.93,1,2,1,1,0,0,0,0,143,97,1,1
within a few hours,Mission District,Apartment,Private room,Real Bed,strict,94110,100,103,500,48,10,1.31,1,2,1,1,16,42,72,72,47,95,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,moderate,94121,100,109,500,50,0,0.21,1,3,1,2,0,0,0,0,1,100,0,0
within an hour,Excelsior,Apartment,Private room,Real Bed,moderate,94112,100,109,500,30,30,1.9,1,2,1,1,30,60,90,365,68,93,1,1
within an hour,Ingleside,House,Private room,Real Bed,strict,94116,100,109,500,85,30,0.23,1,2,1.5,1,30,60,90,365,8,83,0,0
within a few hours,Tenderloin,Apartment,Shared room,Airbed,moderate,94109,75,110,500,25,35,0.32,1,2,1,1,30,60,90,365,4,100,0,0
within a day,Richmond District,Apartment,Private room,Real Bed,flexible,94117,78,110,500,75,0,0.07,0.93,1,3.5,1,0,0,30,305,2,100,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,86,110,500,80,50,0.74,0.97,6,1,1,18,48,78,171,7,97,0,0
within an hour,Presidio,Apartment,Entire home/apt,Real Bed,flexible,94118,100,110,500,50,0,4.04,1,2,1,0,5,10,20,287,104,97,0,0
within a few hours,Western Addition/NOPA,House,Private room,Real Bed,strict,94115,92,110,500,25,80,0.64,1,2,1,1,2,23,53,328,32,91,0,0
within a few hours,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,100,111,500,100,0,0.07,1,4,1,2,0,0,0,1,3,100,1,1
within an hour,Outer Sunset,House,Entire home/apt,Real Bed,strict,94116,94,115,500,75,25,4.2,1,4,1,1,1,11,33,297,14,100,0,0
within an hour,Mission District,House,Private room,Real Bed,moderate,94110,100,115,500,50,20,5.99,1,2,1.5,1,9,36,66,334,133,96,0,0
within an hour,Pacific Heights,Apartment,Entire home/apt,Real Bed,moderate,94109,100,115,500,150,20,0.37,0.9,2,1,1,0,11,41,316,26,93,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,100,115,500,135,18,2.33,0.97,6,1,3,8,14,41,310,9,84,0,0
within an hour,Richmond District,Condominium,Private room,Real Bed,strict,94121,100,118,500,60,15,1.95,1,2,2,1,13,39,69,344,98,99,1,1
within a few hours,Western Addition/NOPA,Apartment,Private room,Real Bed,moderate,94117,40,119,500,25,0,1,1,1,1,1,30,60,90,365,1,100,0,0
within an hour,Haight-Ashbury,Apartment,Private room,Real Bed,moderate,94117,60,119,500,30,30,1.16,1,1,1,1,2,2,31,306,39,98,1,1
within a day,Richmond District,Apartment,Entire home/apt,Real Bed,moderate,94121,100,119,500,125,0,2.14,0.9,2,1,1,0,4,4,4,3,100,0,0
within an hour,Sunnyside,House,Private room,Real Bed,moderate,94127,100,119,500,60,19,3.08,1,2,1,1,25,55,85,357,48,98,0,0
within a day,Haight-Ashbury,House,Private room,Real Bed,strict,94114,25,120,500,70,50,0.39,0.7,2,1,1,30,60,90,365,11,92,0,0
within an hour,Haight-Ashbury,Apartment,Private room,Real Bed,moderate,94117,100,120,500,30,300,2.54,1,2,1,1,0,0,4,4,27,96,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,flexible,94121,100,120,500,100,0,0.33,1,3,1,2,5,5,5,5,3,100,0,0
within an hour,Oceanview,Apartment,Entire home/apt,Real Bed,strict,94132,100,120,500,29,15,5.42,1,5,1,1,0,5,26,300,15,93,0,0
within an hour,Mission District,Apartment,Private room,Real Bed,moderate,94103,79,120,500,50,100,2.12,1,2,1.5,1,6,30,53,322,103,91,0,0
within a day,Mission District,Apartment,Private room,Real Bed,strict,94110,92,120,500,45,50,0.66,0.56,2,1,1,8,32,55,330,8,90,0,0
within a few hours,The Castro,Apartment,Private room,Real Bed,moderate,94114,80,120,500,80,25,1.8,1,4,1,1,1,4,4,186,3,100,0,0
within a few hours,Western Addition/NOPA,House,Private room,Real Bed,strict,94115,92,120,500,25,80,0.6,1,2,1,1,27,57,87,362,28,94,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,50,121,500,75,0,0.35,1,4,1,2,3,7,23,23,14,90,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94103,100,122,500,50,0,0.82,0.9,2,1,0,14,15,15,15,5,90,0,0
within a day,Mission District,Condominium,Private room,Real Bed,moderate,94110,82,125,500,40,25,1.17,0.9,2,2,1,6,32,62,337,29,97,0,0
within a few hours,Mission District,Apartment,Entire home/apt,Real Bed,flexible,94110,100,125,500,50,0,2,1,1,1,0,1,2,11,11,2,90,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,moderate,94118,100,125,500,40,0,4.76,1,2,1,0,3,6,7,66,37,98,0,0
within a day,Marina,Apartment,Entire home/apt,Real Bed,strict,94123,67,125,500,55,0,0.14,1,1,1,1,6,6,6,187,3,100,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,flexible,94110,100,125,500,150,100,0.25,0.83,2,1,2,0,0,26,301,6,100,0,0
within an hour,Nob Hill,Apartment,Private room,Real Bed,moderate,94109,100,125,500,80,40,2.91,1,3,1,1,3,13,25,103,25,96,0,0
within a day,Outer Sunset,Apartment,Entire home/apt,Pull-out Sofa,flexible,94122,91,125,500,100,25,2.35,0.9,2,1,0,4,9,14,275,57,96,0,0
within an hour,Ingleside,House,Private room,Real Bed,strict,94116,100,129,500,75,30,0.41,1,1,1,1,30,60,90,365,9,82,0,0
within an hour,Crocker Amazon,House,Entire home/apt,Real Bed,strict,94112,100,130,500,50,25,3.36,1,4,1,2,7,23,51,326,79,95,0,0
within a few hours,Mission District,House,Private room,Real Bed,moderate,94110,100,130,500,30,50,1,1,2,1,1,14,15,15,15,1,100,0,0
within an hour,Richmond District,Apartment,Entire home/apt,Real Bed,strict,94121,100,130,500,75,25,1.18,1,2,1,0,18,44,74,341,71,84,1,1
within an hour,The Castro,Apartment,Private room,Real Bed,moderate,94114,95,130,500,55,0,4.43,1,2,1,1,0,8,12,88,94,96,0,0
within a few hours,Nob Hill,Apartment,Private room,Real Bed,strict,94109,100,130,500,75,50,1.66,1,1,1,1,10,40,70,70,18,98,0,0
within an hour,Pacific Heights,Apartment,Private room,Real Bed,strict,94115,89,134,500,80,35,1.86,1,2,1,1,10,26,56,331,23,100,0,0
a few days or more,Noe Valley,Apartment,Private room,Real Bed,moderate,94131,100,135,500,25,75,1.5,0.33,1,1,1,20,50,80,170,42,99,0,0
within an hour,Mission District,House,Private room,Real Bed,moderate,94110,100,135,500,70,0,5.55,1,2,1,1,1,6,23,285,52,98,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,100,135,500,25,0,3.13,1,2,1,1,0,0,3,207,35,100,0,0
within a few hours,Noe Valley,Apartment,Private room,Real Bed,strict,94114,60,136,500,65,25,0.24,1,2,1,1,29,59,89,89,3,93,0,0
