host_response_time,host_neighbourhood,property_type,room_type,bed_type,cancellation_policy,zipcode,host_acceptance_rate,price,security_deposit,cleaning_fee,extra_people,reviews_per_month,host_response_rate,accommodates,bathrooms,bedrooms,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,require_guest_profile_picture,require_guest_phone_verification
within a day,Noe Valley,Apartment,Entire home/apt,Real Bed,strict,94131,1,150,100,60,20,0.5,1,2,1,1,0,1,12,64,5,96,0,0
within a few hours,Glen Park,Apartment,Entire home/apt,Real Bed,moderate,94131,0.58,148,0,60,0,1.78,1,3,1,0,4,12,21,268,60,97,0,0
within a few hours,Glen Park,House,Entire home/apt,Real Bed,moderate,94131,1,415,500,125,0,0.18,1,4,3,3,3,3,3,195,1,100,0,0
within a day,Glen Park,House,Entire home/apt,Real Bed,moderate,94131,1,126,0,0,0,1.95,1,3,1,0,1,6,31,246,139,89,0,0
within a day,Glen Park,House,Entire home/apt,Real Bed,flexible,94131,1,200,0,80,10,0.16,0.5,4,1,1,4,7,22,266,4,100,0,0
within an hour,Glen Park,House,Entire home/apt,Real Bed,strict,94131,0.92,165,0,85,0,2.37,1,2,1,1,25,55,85,356,33,98,0,0
within a few hours,Glen Park,House,Private room,Real Bed,flexible,94131,0.81,85,0,20,0,3.15,1,2,1,1,5,13,30,93,34,97,0,0
within a few hours,Glen Park,Apartment,Entire home/apt,Real Bed,strict,94131,0.5,250,300,99,40,1.25,1,3,1.5,2,0,0,0,0,23,97,0,0
within a day,Glen Park,House,Private room,Real Bed,moderate,94131,0.79,100,0,40,0,3.75,1,2,1,1,14,38,54,329,14,97,0,0
within an hour,Glen Park,House,Entire home/apt,Real Bed,strict,94131,1,120,0,50,0,6.91,1,2,1,1,1,13,26,292,270,96,1,1
within a few hours,Glen Park,Apartment,Entire home/apt,Real Bed,strict,94131,1,200,500,150,35,0,1,4,2,2,1,6,6,9,0,0,0,0
within a day,Glen Park,House,Entire home/apt,Real Bed,moderate,94131,0.79,250,300,75,0,0.2,1,3,2,3,15,41,61,61,1,100,0,0
within an hour,Glen Park,House,Entire home/apt,Real Bed,moderate,94112,1,595,150,195,20,1.89,1,12,3,4,7,13,18,54,47,90,0,0
within a few hours,Noe Valley,Apartment,Entire home/apt,Real Bed,moderate,94131,0.55,250,300,0,25,2.45,1,6,1.5,2,1,21,48,81,4,100,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,strict,94107,1,133,0,30,0,4.8,1,2,1,1,2,10,23,292,115,98,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,moderate,94107,1,88,0,35,10,7.32,1,2,1,1,2,4,34,309,10,100,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,1,150,350,85,20,2.62,1,2,1,1,0,0,0,0,24,98,0,0
within a few hours,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,1,249,600,250,80,1.43,1,4,1,2,0,0,21,293,15,96,0,0
within a few hours,Dogpatch,Apartment,Private room,Real Bed,strict,94107,1,100,200,50,25,1.73,1,2,1,1,16,23,23,23,3,87,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,1,389,400,50,50,1,1,5,1.5,2,19,19,19,19,1,100,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,1,225,300,45,25,3.45,1,5,1,1,18,36,66,131,39,98,0,0
within a day,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,1,175,100,0,0,0.64,0.9,3,1,2,0,0,0,0,15,96,0,0
within a day,Dogpatch,Apartment,Entire home/apt,Real Bed,strict,94107,0.77,140,250,40,50,1.06,0.8,4,1,1,0,1,1,1,3,100,0,0
within a day,Potrero Hill,Apartment,Entire home/apt,Real Bed,flexible,94107,1,375,0,200,0,1,1,4,2.5,2,5,13,13,13,1,0,0,0
within a day,Potrero Hill,House,Private room,Real Bed,flexible,94107,0.68,99,0,0,10,1,1,2,1,1,29,29,41,41,1,40,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,1,175,250,85,75,3.75,1,4,1,1,0,13,13,13,28,95,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,0.92,325,300,125,0,0.66,1,4,2,2,0,3,17,226,25,97,1,0
within a few hours,Potrero Hill,House,Private room,Real Bed,moderate,94107,0.91,125,300,0,30,2.93,1,3,1,1,4,11,17,279,213,95,0,0
within a few hours,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,1,200,100,100,0,2.84,1,4,1,2,1,21,41,311,19,91,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,flexible,94107,1,224,250,100,50,0.16,1,2,1,1,14,44,74,349,4,95,0,0
within a day,Gert Town,Condominium,Private room,Real Bed,strict,94107,0.67,62,300,35,0,1.45,0.92,2,1,1,30,60,90,92,14,93,0,0
within a day,Potrero Hill,Apartment,Private room,Real Bed,flexible,94107,0.75,97,0,40,20,0.78,0.8,2,1.5,1,1,22,46,229,6,93,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,moderate,94107,1,93,0,35,10,11.25,1,2,1,1,2,15,29,304,12,98,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,175,250,55,0,2.85,1,2,1,1,14,40,56,331,79,97,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,1,224,0,85,45,1.79,1,1,1,1,26,56,86,361,26,87,0,0
within a day,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,190,200,90,0,2.91,0.9,2,1,1,4,17,32,290,111,99,1,1
within a day,Potrero Hill,House,Private room,Real Bed,moderate,94107,0.87,106,0,0,40,3.19,0.88,3,1,1,6,6,7,7,12,90,0,0
within a day,Potrero Hill,Apartment,Private room,Real Bed,moderate,94107,0.75,150,300,80,25,0.97,0.8,4,1.5,1,0,0,24,299,10,90,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,0.86,300,500,100,50,2.76,0.97,6,1,1,23,53,83,85,35,94,0,0
within an hour,Potrero Hill,Apartment,Private room,Real Bed,strict,94107,1,129,200,0,35,0.04,1,2,1,1,11,11,11,11,2,96,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,199,600,250,70,0.66,1,3,1,1,0,0,21,292,8,100,0,0
within an hour,Potrero Hill,Apartment,Private room,Real Bed,moderate,94107,0.9,140,150,30,0,1.56,1,2,1.5,1,4,22,44,319,38,95,0,0
within an hour,Parkside,House,Entire home/apt,Real Bed,moderate,94107,1,965,0,115,0,3,1,8,2,3,15,40,70,341,3,80,0,0
within a few hours,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,1,500,700,150,50,0.63,0.88,6,2,3,0,0,29,299,22,95,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,1,132,0,35,0,4,1,2,1,0,0,2,14,37,4,100,0,0
within an hour,Dogpatch,Apartment,Private room,Real Bed,flexible,94107,1,125,0,12,15,4,1,4,1,1,6,26,47,47,4,100,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,1,178,100,100,0,2.98,0.8,2,1,0,0,0,26,297,27,94,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,moderate,94107,1,150,0,25,10,3.49,1,2,2,1,12,25,43,315,170,97,1,1
within an hour,Potrero Hill,Condominium,Entire home/apt,Real Bed,moderate,94107,1,148,500,0,0,0,1,4,2,2,5,14,30,30,0,0,0,0
within a day,Potrero Hill,House,Shared room,Futon,strict,94107,0.75,74,0,25,0,0.25,0.9,1,1.5,1,13,43,73,348,1,0,0,0
within an hour,Dogpatch,House,Private room,Real Bed,moderate,94107,1,250,500,150,100,0,1,2,1,1,23,53,83,173,0,0,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,140,300,65,10,4.02,1,2,1,1,1,7,31,116,108,95,0,0
within a few hours,Dogpatch,Apartment,Private room,Real Bed,strict,94107,0,80,0,0,0,0.97,1,1,1,1,0,0,0,0,3,100,0,0
within a day,Potrero Hill,House,Entire home/apt,Real Bed,flexible,94107,0.55,229,0,0,0,0.6,0.9,6,1,2,4,4,4,4,7,97,0,0
within an hour,Potrero Hill,Apartment,Private room,Real Bed,moderate,94107,1,95,0,20,35,4.94,1,2,1,1,0,1,31,306,138,96,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,strict,94107,1,149,200,79,99,1.56,1,2,1,1,18,48,72,154,43,100,0,0
within a day,Gert Town,House,Entire home/apt,Real Bed,strict,94107,0.67,149,600,125,20,0.66,0.92,6,2,3,1,12,40,166,4,100,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,0.99,200,0,70,0,6.31,1,2,1,1,8,18,39,305,256,99,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,0.99,200,0,70,0,5.4,1,2,1,1,10,36,62,326,380,99,0,0
within a day,Potrero Hill,Apartment,Private room,Real Bed,moderate,94107,0.75,71,0,0,0,0.65,0.8,2,1.5,1,0,0,30,208,6,93,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,178,500,75,30,1.3,1,3,1,1,30,60,90,365,27,89,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,flexible,94107,1,100,0,30,0,5.11,1,2,1,1,1,14,32,32,8,100,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,0.9,195,300,95,45,2.47,1,4,1,2,0,16,46,317,6,92,0,0
within an hour,Potrero Hill,Apartment,Private room,Real Bed,moderate,94107,0.86,180,0,120,20,1.3,1,2,1,1,20,50,80,80,15,100,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,strict,94107,1,100,300,50,0,1.74,1,2,1,1,7,30,39,39,7,97,0,0
within a day,Potrero Hill,Condominium,Entire home/apt,Real Bed,moderate,94107,0.86,100,250,35,25,2.84,0.75,7,1.5,2,19,19,19,19,7,84,0,0
within a day,Potrero Hill,Apartment,Private room,Real Bed,moderate,94107,1,90,0,0,0,0.28,1,2,1,1,0,0,0,0,1,100,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,229,500,135,0,3.51,1,4,2,2,6,9,14,22,83,92,0,0
within an hour,Pacifica,House,Entire home/apt,Real Bed,strict,94107,0.66,195,0,155,50,0,0.98,3,1,2,0,0,27,302,0,0,0,0
within a few hours,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,1,260,600,230,80,0.83,1,3,1,1,0,0,0,0,19,98,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,flexible,94107,1,120,0,30,20,2.52,1,2,1,1,2,6,6,281,68,93,0,0
within a day,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,1,161,0,100,0,0.51,1,5,1,3,0,0,0,0,12,92,0,0
within an hour,Dogpatch,House,Entire home/apt,Real Bed,moderate,94107,1,550,500,150,100,0.75,1,6,2,3,0,24,52,136,3,100,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,1,180,0,100,0,0.08,1,4,1,2,2,2,2,2,1,100,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,strict,94107,1,100,300,50,0,1.9,1,2,1,1,12,12,34,34,11,91,0,0
within a day,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,0.5,450,0,150,0,0.14,0.8,6,2,3,0,0,0,62,8,100,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,199,500,160,0,1.05,0.88,4,2,2,27,51,81,356,37,96,0,0
within a few hours,Dogpatch,Apartment,Entire home/apt,Real Bed,strict,94107,0.63,200,0,75,50,2.26,0.7,4,1,1,0,0,0,172,10,98,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,strict,94107,1,146,0,45,30,4.14,1,2,1,1,0,5,5,262,59,98,0,0
within a day,Potrero Hill,Apartment,Entire home/apt,Real Bed,flexible,94107,0,450,0,50,0,0.22,1,8,1,3,0,0,29,304,1,100,0,0
within a day,Potrero Hill,House,Private room,Real Bed,moderate,94107,0.5,119,0,50,50,1.09,0.9,1,1,1,23,46,76,351,5,92,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,170,200,125,25,3.87,1,3,1,1,10,40,70,163,123,98,1,1
within a few hours,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,0.98,175,300,90,15,3.03,0.94,4,1,2,7,10,16,78,24,98,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,flexible,94107,1,120,0,30,10,2.26,1,2,1,1,0,6,30,305,60,94,0,0
within an hour,Potrero Hill,Condominium,Private room,Real Bed,flexible,94107,1,200,100,10,0,0,1,2,1.5,1,0,0,0,0,0,0,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,flexible,94107,1,170,0,0,0,0.82,1,3,1,1,1,18,19,19,4,90,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,1,150,0,50,0,3.34,1,2,1,1,1,15,34,306,272,93,0,0
within a few hours,Tenderloin,Apartment,Entire home/apt,Real Bed,strict,94107,0.88,225,500,200,0,0.96,0.82,4,2,2,6,36,66,341,6,97,1,1
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,1,200,100,30,65,2.48,1,2,1,1,8,35,65,150,77,95,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,strict,94107,0.87,120,0,25,25,4.78,1,2,1,1,2,11,29,283,100,97,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,flexible,94107,1,149,0,39,0,6.82,0.93,2,1,0,2,3,8,82,197,95,0,0
within an hour,Dogpatch,Apartment,Entire home/apt,Real Bed,strict,94107,0.86,300,0,100,0,1.31,1,4,2.5,2,5,17,32,32,6,100,0,0
within a day,Potrero Hill,House,Private room,Real Bed,strict,94107,0.75,119,0,25,20,0.28,0.9,1,1.5,1,4,16,20,20,1,100,0,0
within a day,Potrero Hill,Apartment,Private room,Real Bed,flexible,94107,1,95,0,10,20,6.81,0.9,2,1,1,0,0,4,4,238,94,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,0.99,200,0,70,0,6.68,1,2,1,1,5,22,43,314,428,99,0,0
within a day,Potrero Hill,Apartment,Private room,Real Bed,flexible,94107,1,97,0,30,40,4.12,0.8,2,1,1,0,0,27,302,7,100,0,0
within an hour,Dogpatch,Apartment,Private room,Real Bed,strict,94107,0.97,125,0,45,0,3.65,1,2,1,1,2,25,55,330,57,91,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,210,200,100,75,1.07,0.8,3,1,1,1,6,19,279,27,100,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,0.98,128,400,70,0,2.73,0.94,2,1,0,5,17,30,114,21,94,0,0
within a day,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,0.75,250,500,50,25,2.46,1,2,1,1,14,14,38,128,120,94,0,0
within a few hours,Tenderloin,Apartment,Entire home/apt,Real Bed,strict,94107,0.88,350,500,200,0,1.09,0.82,4,2,2,25,25,28,298,7,97,1,1
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,189,450,70,60,5.15,1,3,1,1,6,12,34,120,51,100,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,1,200,300,75,0,1.73,1,2,1,0,4,12,42,42,17,96,0,0
within a few hours,Potrero Hill,House,Private room,Real Bed,moderate,94107,0.53,111,0,0,50,4.33,1,2,1,1,2,2,31,31,15,96,0,0
within a few hours,Potrero Hill,House,Private room,Airbed,flexible,94107,0.71,79,0,25,0,0,1,2,1.5,1,0,0,0,0,0,0,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,0.67,165,500,80,25,0.26,1,5,2,3,4,4,4,59,12,85,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,175,95,60,10,0,1,4,1,1,4,21,51,128,0,0,0,0
within a day,Potrero Hill,Apartment,Private room,Real Bed,strict,94107,1,155,0,50,0,1.3,1,2,1,1,2,7,37,308,12,98,0,0
within a few hours,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,1,250,500,100,50,0.34,1,5,1,2,0,0,0,0,8,100,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,1,225,0,100,25,3.57,1,4,1,2,9,18,41,126,15,97,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,1,350,0,0,0,0.27,1,5,2,3,3,3,6,38,7,97,0,0
within a few hours,Potrero Hill,House,Private room,Real Bed,moderate,94107,0.96,90,0,20,0,2,1,2,1,1,1,1,1,1,2,80,0,0
within a few hours,Potrero Hill,House,Private room,Real Bed,strict,94107,1,75,200,30,0,2.16,1,2,1,1,0,0,0,150,127,99,1,1
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,0.77,265,0,100,0,2.12,1,1,1,0,21,29,51,74,8,100,0,0
within a few hours,Potrero Hill,House,Private room,Real Bed,flexible,94107,0,95,0,20,10,0.45,1,2,1,1,0,0,0,0,4,100,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,149,500,95,0,0.27,1,4,1,1,0,0,0,0,6,100,0,0
within a few hours,Dogpatch,Apartment,Private room,Real Bed,strict,94107,1,94,200,50,15,1,1,2,1.5,1,15,30,30,30,1,100,0,0
within a few hours,Financial District,Apartment,Entire home/apt,Real Bed,moderate,94107,0.64,150,0,50,7,0.5,1,2,1,0,29,29,59,59,2,100,0,0
within a day,Potrero Hill,House,Private room,Real Bed,flexible,94107,1,90,0,0,0,0,0.5,2,1,1,0,0,0,0,0,0,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,0.17,295,300,100,0,0.91,1,4,1,1,6,27,57,57,19,95,0,0
within a few hours,Potrero Hill,Apartment,Private room,Real Bed,moderate,94107,0.5,145,200,100,30,0.62,1,2,2,1,20,50,80,355,22,94,1,1
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,154,500,150,0,0.48,1,2,1,1,0,0,0,149,17,90,0,0
within a day,Potrero Hill,Condominium,Entire home/apt,Real Bed,flexible,94107,1,300,0,150,0,0.09,1,4,2,2,11,11,11,11,1,60,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,1,150,300,50,20,6.42,1,4,1,0,3,8,23,109,34,91,0,0
within a day,Potrero Hill,Apartment,Entire home/apt,Real Bed,flexible,94107,0.7,210,250,60,0,1,0.83,2,1,1,29,58,58,333,40,93,0,0
within a few hours,Potrero Hill,House,Entire home/apt,Real Bed,flexible,94107,0.71,225,0,50,0,1.05,1,6,1.5,2,0,0,0,0,3,90,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,125,200,75,25,2.53,1,2,1,1,4,25,46,321,59,86,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,flexible,94107,0.75,100,100,0,0,1,1,2,1,1,0,0,0,0,1,100,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,154,200,79,25,2.11,1,2,1,0,8,32,62,62,40,81,0,0
within a few hours,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,1,300,400,125,50,0.09,1,7,3,3,0,0,0,0,1,100,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,0.94,250,300,80,50,1.3,1,3,1,1,18,48,78,353,57,96,0,0
within a day,Potrero Hill,House,Entire home/apt,Real Bed,flexible,94107,1,250,0,50,0,2.36,0.8,5,2,2,0,1,8,169,49,95,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,0.67,350,0,30,50,0,1,4,1,2,2,2,2,2,0,0,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,0.87,150,0,40,30,2.25,1,3,1,1,0,0,0,210,12,97,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,1,300,0,25,10,0.43,1,4,1,1,10,20,33,305,20,94,1,1
within an hour,Dogpatch,Apartment,Entire home/apt,Real Bed,flexible,94107,1,290,0,0,0,0.25,1,1,1,0,0,0,0,0,1,100,0,0
within a day,Carnelian Bay,Apartment,Entire home/apt,Real Bed,flexible,94107,1,290,500,110,0,0,0.86,4,2,4,0,0,0,0,0,0,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,1,549,750,175,100,0.12,1,2,1,1,14,44,74,349,4,100,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,1,277,500,110,0,0.37,1,4,1,2,2,16,43,46,1,100,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,190,200,100,75,0,0.8,2,1,1,2,10,25,287,0,0,0,0
within a few hours,Potrero Hill,House,Private room,Futon,moderate,94107,1,89,150,0,0,1.25,1,1,1,1,11,11,11,11,3,93,0,0
within an hour,Dogpatch,Apartment,Entire home/apt,Real Bed,strict,94107,1,340,0,150,0,3.59,1,5,2.5,4,7,15,15,15,68,95,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,0.94,280,500,85,0,1.34,1,2,1,1,15,40,70,345,37,98,0,0
within a day,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,0.75,283,300,100,0,1.68,0.8,6,1.5,3,0,0,0,85,59,96,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,145,180,50,30,2.29,1,2,1,1,1,18,41,316,52,96,1,1
within a day,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,0.86,150,0,50,0,0.88,0.5,2,1,1,30,60,90,365,27,90,0,0
within a day,Potrero Hill,Apartment,Private room,Real Bed,strict,94107,1,89,0,0,20,1.91,0.83,3,1,1,0,0,0,255,70,93,1,0
within an hour,Potrero Hill,House,Private room,Real Bed,flexible,94107,1,148,0,0,0,5.22,1,2,1,1,20,48,78,353,52,96,0,0
within a few hours,Potrero Hill,Apartment,Private room,Real Bed,flexible,94107,0.83,175,0,0,0,0.49,1,2,1,1,0,0,0,0,2,100,0,0
within a few hours,Potrero Hill,Apartment,Private room,Real Bed,flexible,94107,0.67,86,0,20,0,1,1,2,1,1,0,24,54,54,1,0,0,0
within an hour,Dogpatch,Apartment,Entire home/apt,Real Bed,moderate,94107,1,210,400,75,8,1.89,1,4,1,1,0,4,34,114,20,99,0,0
within a day,Potrero Hill,House,Private room,Real Bed,flexible,94107,0.68,83,0,0,15,0.65,1,2,1,1,0,18,48,323,5,88,0,0
within an hour,Pacifica,House,Entire home/apt,Real Bed,super_strict_30,94107,0.66,185,0,155,50,0.04,0.98,4,1,2,3,33,63,338,1,89,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,1,165,0,150,30,3.33,1,2,1,1,5,11,36,307,4,100,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,1,900,500,200,25,0.27,1,8,3,3,2,13,28,293,13,98,1,1
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,1,179,0,75,20,2.59,1,4,1,1,11,37,67,280,42,94,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,0.86,110,500,80,50,0.74,0.97,6,1,1,18,48,78,171,7,97,0,0
within an hour,Tahoe City,House,Entire home/apt,Real Bed,moderate,94107,0.77,200,0,150,0,0,1,6,2,3,0,0,0,0,0,0,0,1
within a day,Potrero Hill,House,Private room,Real Bed,flexible,94107,0.55,97,0,0,0,0.9,0.9,1,1,1,0,24,54,54,20,95,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,moderate,94107,1,150,0,25,10,3.18,1,2,2,1,18,27,39,311,152,95,1,1
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,0.89,130,200,75,0,1.62,1,2,1,1,0,23,35,41,2,90,0,0
within a day,Potrero Hill,Condominium,Entire home/apt,Real Bed,moderate,94107,0.67,275,500,100,25,0.22,1,6,1,3,3,3,3,199,12,98,0,0
within an hour,Potrero Hill,Condominium,Entire home/apt,Real Bed,strict,94107,1,199,500,135,15,4.23,1,7,1,2,3,9,38,227,11,91,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,strict,94107,1,133,0,35,0,4.02,1,2,1,1,2,2,2,262,94,99,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,moderate,94107,1,97,0,35,10,11.43,1,2,1,1,11,28,46,321,16,98,0,0
within an hour,Dogpatch,Apartment,Entire home/apt,Real Bed,strict,94107,1,190,0,70,300,1.55,1,2,1,1,4,4,13,267,83,98,0,0
within a few hours,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,0.67,100,250,50,0,0,1,5,1,2,0,1,1,1,0,0,0,0
within an hour,Potrero Hill,Apartment,Private room,Real Bed,strict,94107,1,130,150,30,0,3.21,1,2,1,1,25,54,81,356,33,98,0,0
within a few hours,Dogpatch,Apartment,Private room,Real Bed,moderate,94107,0.86,100,0,25,0,0.89,1,2,1,1,1,17,17,54,19,98,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,1,180,0,50,0,1.82,1,2,1,1,6,6,6,6,2,100,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,0,250,0,100,0,0.89,1,3,1,2,0,0,0,0,16,98,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,200,500,100,40,0.47,1,4,1,2,0,7,7,198,4,100,0,0
within a day,Dogpatch,Apartment,Entire home/apt,Real Bed,strict,94107,0.5,200,0,50,0,0,1,4,1,1,1,5,7,30,0,0,0,0
within a few hours,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,1,160,0,20,0,3.4,1,3,1,0,19,40,68,340,16,99,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,1,250,250,100,25,3.62,1,6,1,2,6,18,44,316,18,97,0,0
within an hour,Potrero Hill,House,Private room,Real Bed,moderate,94107,1,139,0,0,0,6.2,1,2,1,1,23,44,74,163,62,95,0,0
within an hour,Duboce Triangle,Apartment,Private room,Real Bed,flexible,94117,1,120,0,0,0,1.01,1,2,1,1,0,0,0,0,9,98,0,0
within a few hours,The Castro,House,Private room,Real Bed,flexible,94114,1,180,0,50,25,0.59,1,2,1,1,0,0,0,210,36,98,0,0
